2018-02-03 0:00:00,60124950993,2018-02-03 0:00:00,86008501398746,2018-01-26 0:00:00
2018-02-02 0:00:00,60124950993,2018-02-02 0:00:00,86000300450461,2018-01-26 0:00:00
2018-02-01 0:00:00,60124950993,2018-02-01 0:00:00,86553802696930,2018-01-26 0:00:00
2018-01-31 0:00:00,60124950993,2018-01-31 0:00:00,86014300266995,2018-01-26 0:00:00
2018-01-30 0:00:00,60124950993,2018-01-30 0:00:00,86121302127209,2018-01-26 0:00:00
2018-01-29 0:00:00,60124950993,2018-01-29 0:00:00,86008501771690,2018-01-26 0:00:00
2018-01-28 0:00:00,60124950993,2018-01-28 0:00:00,86121302763512,2018-01-26 0:00:00
2018-01-27 0:00:00,60124950993,2018-01-27 0:00:00,86008501294992,2018-01-26 0:00:00
2018-01-26 0:00:00,60124950993,2018-01-26 0:00:00,86008501258934,2018-01-26 0:00:00
2018-01-25 0:00:00,60124950993,2018-01-25 0:00:00,86011600632791,2018-01-26 0:00:00
